county,cases,deaths
Monroe,48,0
Montgomery,14,0
Morgan,65,1
Newton,4,0
Noble,11,1
Ohio,1,0
Orange,7,2
Owen,15,0
Parke,2,0
Porter,59,0
Posey,5,0
Putnam,17,1
Randolph,5,1
Ripley,60,2
Rush,10,1
Scott,8,1
Shelby,37,0
Spencer,1,0
St. Joseph,102,1
Starke,3,0
Steuben,6,0
Sullivan,3,0
Switzerland,9,0
Tippecanoe,29,1
Tipton,6,0
Union,3,0
Vanderburgh,37,0
Vigo,18,2
Wabash,1,0
Warren,2,1
Warrick,13,0
Washington,18,0
Wayne,8,0
Wells,2,0
White,3,0
Whitley,6,1
Adair,1,0
Allamakee,17,1
Appanoose,1,1
Audubon,1,0
Benton,9,0
Black Hawk,12,0
Boone,3,0
Bremer,2,0
Buchanan,5,0
Butler,1,0
Carroll,1,0
Cedar,12,0
Cerro Gordo,10,0
Clarke,1,0
Clay,2,0
Clayton,4,0
Clinton,16,0
Crawford,4,0
Dallas,35,0
Des Moines,1,0
Dickinson,1,0
Dubuque,24,1
Fayette,3,0
Grundy,1,0
Guthrie,1,0
Hamilton,1,0
Hancock,3,0
Hardin,1,0
Harrison,10,0
Henry,8,1
Howard,1,0
Iowa,6,0
Jackson,3,0
Jasper,8,0
Jefferson,3,0
Johnson,106,1
Jones,6,0
Keokuk,2,0
Kossuth,1,0
Lee,1,0
Linn,161,6
Louisa,6,0
Lyon,2,0
Madison,1,0
Mahaska,3,0
Marshall,10,0
Mills,1,0
Mitchell,2,0
Monona,6,0
Montgomery,1,0
Muscatine,33,1
O'Brien,3,0
Page,2,0
Plymouth,4,0
Polk,122,5
Pottawattamie,7,0
Poweshiek,6,1
Scott,41,1
Shelby,6,0
Sioux,7,0
Story,5,0
Tama,30,0
Taylor,1,0
Van Buren,6,0
Wapello,1,0
Warren,10,0
Washington,49,3
Webster,1,0
Winneshiek,4,0
Woodbury,8,0
Wright,1,0
Atchison,2,0
Barton,3,0
Bourbon,3,0
Butler,8,0
Chautauqua,3,0
Cherokee,5,0
Clay,1,0
Cloud,1,0
Coffey,24,0
Cowley,1,0
Crawford,6,1
Doniphan,1,0
Douglas,33,0
Finney,10,0
Ford,1,0
Franklin,9,0
Geary,2,0
Gove,1,0
Greenwood,1,0
Harvey,2,0
Jackson,1,0
Jefferson,2,0
Jewell,1,0
Johnson,192,8
Labette,4,0
Leavenworth,38,1
Linn,6,0
Lyon,23,0
Marion,2,0
McPherson,9,0
Miami,2,0
Mitchell,2,0
Montgomery,8,2
Morris,2,0
Neosho,1,0
Osage,3,0
Osborne,2,0
Ottawa,3,0
Pottawatomie,2,0
Pratt,1,0
Reno,10,0
Republic,1,0
Riley,13,0
Saline,5,1
Sedgwick,108,1
Shawnee,38,3
Stafford,1,0
Stevens,1,0
Sumner,2,0
Wabaunsee,1,0
Woodson,3,0
Wyandotte,161,6
Adair,3,0
Allen,3,0
Anderson,3,1
Barren,1,0
Bath,1,0
Boone,27,1
Bourbon,4,1
Boyd,20,1
Boyle,8,0
Bracken,1,0
Breathitt,2,0
Breckinridge,2,0
Bullitt,12,2
Butler,1,0
Caldwell,3,0
Calloway,5,0
Campbell,27,1
Carroll,2,0
Carter,1,0
Christian,23,0
Clark,11,0
Clinton,1,0
Crittenden,1,0
Cumberland,1,0
Daviess,58,2
Edmonson,5,0
Fayette,153,6
Floyd,1,0
Franklin,8,0
Grant,5,1
Graves,2,0
Grayson,2,0
Greenup,1,0
Hancock,2,0
Hardin,10,0
Harrison,13,0
Henderson,15,0
Henry,2,0
Hopkins,33,3
Jefferson,304,12
Jessamine,15,0
Johnson,1,0
Kenton,54,3
Larue,3,0
Laurel,2,0
Lawrence,1,0
Leslie,1,0
Letcher,1,0
Lewis,2,0
Lincoln,1,0
Logan,4,0
Lyon,4,0
Madison,11,1
Marion,5,0
Marshall,1,0
Martin,1,0
Mason,2,0
McCracken,10,0
McCreary,1,0
McLean,3,0
Meade,2,0
Menifee,3,0
Mercer,3,0
Monroe,1,0
Montgomery,7,0
Muhlenberg,8,0
Nelson,4,0
Nicholas,1,0
Ohio,5,0
Oldham,6,0
Pendleton,2,0
Perry,3,0
Pike,1,0
Powell,1,0
Pulaski,12,1
Rockcastle,1,0
Russell,1,0
Scott,21,0
Shelby,7,0
Simpson,13,1
Spencer,2,0
Taylor,2,0
Union,4,0
Unknown,9,7
Warren,20,0
Washington,3,0
Wayne,4,0
Webster,3,0
Woodford,8,0
Acadia,75,2
Allen,40,5
Ascension,286,11
Assumption,59,0
Avoyelles,37,1
Beauregard,19,0
Bienville,12,1
Bossier,133,3
Caddo,647,19
Calcasieu,139,3
Caldwell,10,0
Catahoula,9,1
Claiborne,23,2
Concordia,5,1
De Soto,80,3
East Baton Rouge,656,22
East Carroll,1,0
East Feliciana,27,0
Evangeline,19,0
Franklin,25,0
Grant,8,0
Iberia,69,3
Iberville,122,5
Jackson,1,0
Jefferson,3088,113
Jefferson Davis,13,0
Lafayette,247,5
Lafourche,228,4
Lincoln,18,0
Livingston,67,1
Madison,1,0
Morehouse,10,0
Natchitoches,14,0
Orleans,4066,161
Ouachita,182,1
Plaquemines,92,6
Pointe Coupee,17,0
Rapides,100,4
Red River,2,0
Richland,10,0
Sabine,5,0
St. Bernard,242,8
St. Charles,260,13
St. Helena,5,0
St. James,155,6
St. John the Baptist,345,24
St. Landry,47,4
St. Martin,77,4
St. Mary,67,0
St. Tammany,560,14
Tangipahoa,171,2
Terrebonne,148,8
Union,19,0
Unknown,31,4
Vermilion,16,1
Vernon,10,0
Washington,81,2
Webster,49,2
West Baton Rouge,40,7
West Feliciana,19,0
Winn,2,1
Androscoggin,20,0
Aroostook,1,0
Cumberland,238,7
Franklin,4,0
Hancock,2,0
Kennebec,22,1
Knox,9,0
Lincoln,8,0
Oxford,11,0
Penobscot,22,0
Sagadahoc,13,0
Somerset,4,0
Unknown,11,0
Waldo,3,0
Washington,1,0
York,101,2
Allegany,6,0
Anne Arundel,319,6
Baltimore,590,6
Baltimore city,394,7
Calvert,39,1
Caroline,4,0
Carroll,142,8
Cecil,36,1
Charles,111,2
Dorchester,1,0
Frederick,112,3
Garrett,3,0
Harford,52,0
Howard,199,3
Kent,5,0
Montgomery,693,13
Prince George's,785,16
Queen Anne's,13,0
Somerset,4,0
St. Mary's,40,0
Talbot,7,1
Washington,34,0
Wicomico,11,1
Worcester,9,0
Barnstable,347,6
Berkshire,258,13
Bristol,659,8
Dukes,8,0
Essex,1506,27
Franklin,100,12
Hampden,768,35
Hampshire,128,2
Middlesex,2632,42
Nantucket,9,0
Norfolk,1271,26
Plymouth,963,10
Suffolk,2658,28
Unknown,215,5
Worcester,978,17
Allegan,14,0
Antrim,4,0
Arenac,3,0
Barry,6,0
Bay,30,0
Benzie,1,0
Berrien,58,1
Branch,13,1
Calhoun,42,1
Cass,7,1
Charlevoix,7,0
Cheboygan,8,1
Chippewa,2,0
Clare,1,0
Clinton,55,1
Crawford,1,0
Delta,7,0
Dickinson,1,1
Eaton,55,2
Emmet,13,2
Genesee,504,18
Gladwin,4,0
Gogebic,3,1
Grand Traverse,12,3
Gratiot,4,0
Hillsdale,44,3
Houghton,1,0
Huron,4,0
Ingham,172,2
Ionia,8,0
Iosco,3,1
Isabella,12,2
Jackson,90,3
Kalamazoo,53,3
Kalkaska,8,2
Kent,165,3
Lapeer,45,0
Leelanau,1,0
Lenawee,31,0
Livingston,135,2
Luce,1,0
Mackinac,2,0
Macomb,2003,83
Manistee,4,0
Marquette,14,1
Mecosta,6,1
Midland,18,0
Missaukee,1,1
Monroe,108,0
Montcalm,14,0
Muskegon,31,4
Newaygo,2,0
Oakland,3074,165
Oceana,3,0
Ogemaw,3,0
Ontonagon,1,0
Osceola,4,0
Oscoda,2,0
Otsego,24,1
Ottawa,44,0
Roscommon,5,0
Saginaw,118,0
Sanilac,13,1
Shiawassee,23,0
St. Clair,94,2
St. Joseph,10,0
Tuscola,22,2
Unknown,306,0
Van Buren,14,1
Washtenaw,521,8
Wayne,7518,293
Wexford,5,0
Anoka,36,0
Beltrami,6,0
Benton,1,0
Big Stone,1,0
Blue Earth,15,0
Brown,3,0
Carlton,8,0
Carver,10,0
Cass,1,0
Chisago,4,1
Clay,13,0
Clearwater,2,0
Cottonwood,5,0
Crow Wing,6,0
Dakota,63,2
Dodge,10,0
Douglas,1,0
Faribault,3,0
Fillmore,10,0
Freeborn,10,0
Goodhue,10,0
Hennepin,267,11
Houston,1,0
Isanti,4,0
Itasca,2,0
Jackson,1,0
Kandiyohi,2,0
Koochiching,1,0
Lac qui Parle,1,0
Le Sueur,20,0
Lincoln,1,0
Lyon,3,0
Mahnomen,1,0
Martin,32,4
McLeod,1,0
Meeker,1,0
Mower,17,0
Nicollet,4,0
Olmsted,95,2
Otter Tail,1,0
Pipestone,1,0
Polk,1,0
Ramsey,91,2
Renville,2,0
Rice,4,0
Scott,13,1
Sherburne,10,0
Sibley,1,0
St. Louis,15,0
Stearns,6,0
Steele,8,0
Traverse,2,0
Unknown,0,4
Wabasha,6,0
Waseca,3,0
Washington,62,1
Watonwan,4,0
Wilkin,2,0
Winona,14,1
Wright,9,0
Yellow Medicine,1,0
Adams,19,0
Alcorn,6,0
Amite,6,1
Attala,15,0
Benton,5,0
Bolivar,45,2
Calhoun,4,0
Carroll,5,0
Chickasaw,15,2
Choctaw,8,1
Claiborne,1,0
Clarke,5,0
Clay,7,0
Coahoma,28,1
Copiah,16,0
Covington,6,0
DeSoto,132,1
Forrest,42,1
Franklin,5,0
George,5,0
Grenada,7,0
Hancock,31,1
Harrison,73,3
Hinds,154,0
Holmes,21,1
Humphreys,4,1
Itawamba,3,0
Jackson,86,3
Jasper,3,0
Jefferson,3,0
Jones,11,0
Kemper,5,0
Lafayette,22,1
Lamar,13,0
Lauderdale,65,2
Lawrence,4,0
Leake,10,0
Lee,30,1
Leflore,22,3
Lincoln,16,0
Lowndes,15,0
Madison,72,0
Marion,7,0
Marshall,20,1
Monroe,13,1
Montgomery,11,1
Neshoba,9,0
Newton,7,0
Noxubee,5,0
Oktibbeha,27,0
Panola,17,1
Pearl River,49,1
Perry,14,1
Pike,26,0
Pontotoc,12,1
Prentiss,9,0
Quitman,6,0
Rankin,72,1
Scott,23,0
Sharkey,3,0
Simpson,5,0
Smith,10,0
Stone,1,0
Sunflower,19,1
Tallahatchie,3,0
Tate,15,0
Tippah,35,3
Tishomingo,1,0
Tunica,17,1
Union,6,0
Walthall,12,0
Warren,5,0
Washington,36,0
Wayne,5,0
Webster,11,1
Wilkinson,30,3
Winston,12,0
Yalobusha,9,0
Yazoo,31,1
Adair,10,0
Atchison,1,0
Barry,1,0
Bates,3,0
Benton,3,0
Bollinger,1,0
Boone,76,1
Buchanan,8,0
Butler,2,0
Caldwell,1,0
Callaway,19,0
Camden,24,1
Cape Girardeau,17,0
Carter,3,1
Cass,23,1
Cedar,4,0
Chariton,4,0
Christian,16,0
Clark,1,0
Clay,33,0
Clinton,7,0
Cole,30,1
Cooper,2,0
Crawford,3,0
DeKalb,1,0
Dunklin,7,0
Franklin,25,2
Gasconade,2,0
Greene,61,7
Harrison,2,0
Henry,2,1
Howell,1,0
Jackson,139,4
Jasper,8,0
Jefferson,71,2
Johnson,29,0
Kansas City,175,1
Lafayette,27,1
Lincoln,17,0
Linn,1,0
Livingston,1,0
Macon,2,0
Maries,2,0
McDonald,3,0
Moniteau,4,0
Montgomery,4,0
Morgan,1,0
New Madrid,1,0
Newton,6,0
Nodaway,1,0
Osage,3,0
Pemiscot,3,0
Perry,25,0
Pettis,2,0
Pike,2,0
Platte,15,0
Pulaski,10,1
Ralls,1,0
Randolph,7,0
Ray,4,0
Reynolds,2,0
Ripley,2,0
Saline,3,0
Scott,7,0
Shelby,1,0
St. Charles,157,7
St. Francois,15,0
St. Louis,883,13
St. Louis city,298,8
Ste. Genevieve,6,0
Stoddard,7,0
Stone,3,0
Taney,5,0
Warren,9,0
Webster,3,0
Wright,7,0
Beaverhead,1,0
Broadwater,4,0
Carbon,1,0
Cascade,11,0
Deer Lodge,3,0
Flathead,25,0
Gallatin,115,0
Glacier,1,0
Hill,1,0
Jefferson,2,0
Lake,4,0
Lewis and Clark,14,0
Liberty,1,0
Lincoln,7,1
Madison,9,1
Meagher,1,0
Missoula,21,1
Musselshell,1,0
Park,6,0
Ravalli,2,0
Roosevelt,1,0
Silver Bow,11,0
Toole,16,3
Yellowstone,40,0
Adams,11,0
Antelope,1,0
Buffalo,17,1
Cass,2,0
Cherry,1,0
Colfax,2,0
Cuming,2,0
Dawson,1,0
Dodge,7,0
Douglas,158,3
Gage,9,1
Gosper,1,0
Hall,44,1
Hamilton,6,0
Johnson,1,0
Kearney,2,0
Kimball,5,0
Knox,2,0
Lancaster,18,0
Lincoln,15,1
Logan,1,0
Madison,5,1
Merrick,2,0
Nemaha,1,0
Otoe,1,0
Phelps,1,0
Platte,5,0
Sarpy,28,0
Saunders,4,0
Scotts Bluff,3,0
Seward,1,0
Washington,20,0
York,1,0
Carson City,10,0
Clark,1519,41
Douglas,7,0
Elko,7,1
Humboldt,11,0
Lyon,3,0
Nye,7,0
Unknown,52,0
Washoe,264,4
Belknap,17,0
Carroll,19,0
Cheshire,11,0
Coos,1,0
Grafton,41,0
Hillsborough,249,7
Merrimack,45,0
Rockingham,230,1
Strafford,44,0
Sullivan,6,1
Unknown,6,0
Atlantic,121,1
Bergen,6187,189
Burlington,547,11
Camden,556,10
Cape May,77,2
Cumberland,54,2
Essex,4082,172
Gloucester,248,3
Hudson,3924,87
Hunterdon,189,2
Mercer,654,16
Middlesex,2950,80
Monmouth,2354,58
Morris,1800,55
Ocean,2177,62
Passaic,3227,42
Salem,26,2
Somerset,833,26
Sussex,267,9
Union,3216,71
Unknown,3821,11
Warren,195,6
Bernalillo,246,7
Catron,1,0
Chaves,13,0
Cibola,14,0
Curry,6,0
Doña Ana,29,0
Eddy,4,1
Grant,1,0
Lea,2,0
Lincoln,1,0
Los Alamos,2,0
McKinley,40,2
Otero,3,0
Rio Arriba,6,0
Roosevelt,1,0
San Juan,58,0
San Miguel,1,0
Sandoval,103,2
Santa Fe,62,0
Socorro,5,0
Taos,13,0
Torrance,6,0
Valencia,7,0
Albany,305,8
Allegany,16,1
Broome,71,4
Cattaraugus,10,0
Cayuga,8,0
Chautauqua,12,0
Chemung,38,0
Chenango,43,0
Clinton,33,0
Columbia,61,3
Cortland,14,0
Delaware,30,1
Dutchess,1077,11
Erie,1059,27
Essex,7,0
Franklin,10,0
Fulton,9,0
Genesee,22,1
Greene,27,0
Hamilton,2,0
Herkimer,22,3
Jefferson,26,0
Lewis,8,0
Livingston,19,1
Madison,89,2
Monroe,548,19
Montgomery,15,1
Nassau,14398,396
New York City,67552,2472
Niagara,116,0
Oneida,87,2
Onondaga,349,4
Ontario,35,0
Orange,3102,51
Orleans,11,0
Oswego,30,2
Otsego,29,2
Putnam,314,9
Rensselaer,74,1
Rockland,5362,69
Saratoga,148,1
Schenectady,128,7
Schoharie,11,0
Schuyler,4,0
Seneca,9,0
St. Lawrence,58,0
Steuben,64,1
Suffolk,12933,175
Sullivan,234,5
Tioga,8,0
Tompkins,95,0
Ulster,358,4
Unknown,0,678
Warren,25,1
Washington,18,1
Wayne,32,0
Westchester,13722,197
Wyoming,22,1
Yates,2,0
Alamance,18,0
Alexander,2,0
Alleghany,2,0
Anson,5,0
Ashe,1,0
Beaufort,8,0
Bertie,7,1
Bladen,1,0
Brunswick,24,1
Buncombe,28,1
Burke,15,1
Cabarrus,67,1
Caldwell,6,0
Carteret,15,0
Caswell,2,0
Catawba,22,1
Chatham,21,0
Cherokee,8,1
Chowan,1,0
Clay,3,0
Cleveland,15,0
Columbus,5,0
Craven,15,0
Cumberland,42,0
Currituck,2,0
Dare,1,0
Davidson,57,0
Davie,16,2
Duplin,4,0
Durham,186,1
Edgecombe,5,0
Forsyth,86,2
Franklin,14,0
Gaston,45,1
Gates,1,0
Granville,37,0
Greene,6,0
Guilford,96,4
Halifax,10,0
Harnett,25,2
Haywood,2,0
Henderson,50,1
Hertford,4,1
Hoke,10,0
Iredell,44,0
Johnston,32,3
Lee,3,0
Lenoir,7,0
Lincoln,9,0
Macon,1,0
Martin,3,0
McDowell,9,0
Mecklenburg,664,6
Mitchell,1,0
Montgomery,9,1
Moore,9,0
Nash,21,0
New Hanover,37,0
Northampton,42,0
Onslow,16,1
Orange,52,0
Pamlico,3,0
Pasquotank,8,0
Pender,1,0
Perquimans,2,0
Person,4,0
Pitt,36,0
Polk,6,0
Randolph,29,1
Robeson,5,0
Rockingham,6,1
Rowan,45,1
Rutherford,14,0
Sampson,2,0
Scotland,2,0
Stanly,7,0
Stokes,6,0
Surry,3,0
Transylvania,5,0
Union,67,0
Vance,12,0
Wake,304,0
Warren,2,0
Washington,4,0
Watauga,7,0
Wayne,15,0
Wilkes,4,1
Wilson,28,1
Yadkin,9,0
Barnes,2,0
Burke,2,0
Burleigh,37,0
Cass,54,1
Divide,1,0
Dunn,1,0
Eddy,1,0
Emmons,1,0
Foster,1,0
Grand Forks,11,0
Grant,1,0
McHenry,1,1
McIntosh,1,0
McKenzie,3,0
McLean,2,0
Morton,16,1
Mountrail,19,0
Oliver,1,0
Pierce,2,0
Ramsey,3,0
Sioux,1,0
Slope,1,0
Stark,25,0
Walsh,1,0
Ward,14,0
Williams,5,0
Unknown,8,1
Adams,2,0
Allen,18,0
Ashland,3,0
Ashtabula,12,0
Athens,3,1
Auglaize,6,0
Belmont,20,0
Brown,3,1
Butler,68,2
Carroll,8,0
Champaign,5,0
Clark,8,0
Clermont,21,1
Clinton,8,0
Columbiana,42,5
Coshocton,9,0
Crawford,9,0
Cuyahoga,826,14
Darke,32,4
Defiance,7,0
Delaware,70,1
Erie,8,1
Fairfield,46,0
Fayette,2,0
Franklin,597,8
Fulton,5,0
Gallia,4,1
Geauga,38,0
Greene,13,1
Guernsey,1,0
Hamilton,319,3
Hancock,11,0
Hardin,1,0
Highland,4,0
Holmes,1,0
Huron,6,1
Jefferson,14,0
Knox,7,1
Lake,79,3
Lawrence,8,0
Licking,55,2
Logan,5,0
Lorain,110,3
Lucas,302,8
Madison,17,2
Mahoning,261,15
Marion,19,0
Medina,78,2
Mercer,7,1
Miami,76,10
Monroe,2,0
Montgomery,84,2
Morrow,5,0
Muskingum,4,0
Ottawa,5,0
Perry,3,0
Pickaway,29,0
Pike,1,0
Portage,84,4
Preble,5,0
Richland,17,0
Ross,4,0
Sandusky,5,0
Seneca,6,1
Shelby,12,0
Stark,95,5
Summit,184,9
Trumbull,89,7
Tuscarawas,20,0
Union,8,0
Van Wert,2,0
Warren,36,0
Washington,8,0
Wayne,26,0
Williams,1,0
Wood,29,0
Wyandot,5,0
Adair,18,0
Atoka,1,0
Beckham,1,0
Bryan,3,0
Caddo,4,0
Canadian,33,1
Carter,1,0
Cherokee,12,0
Choctaw,2,0
Cleveland,171,11
Comanche,39,0
Cotton,4,0
Craig,3,0
Creek,44,1
Custer,5,0
Delaware,12,0
Garfield,5,0
Garvin,9,0
Grady,7,0
Grant,1,0
Greer,25,1
Jackson,4,0
Kay,30,1
Kingfisher,3,0
Kiowa,1,0
Latimer,4,1
Le Flore,1,0
Lincoln,7,0
Logan,6,0
Love,2,0
Major,1,0
Mayes,9,1
McClain,12,0
McCurtain,1,0
McIntosh,1,0
Muskogee,20,2
Noble,6,0
Nowata,9,0
Oklahoma,265,10
Okmulgee,11,0
Osage,27,2
Ottawa,11,0
Pawnee,22,1
Payne,20,0
Pittsburg,6,0
Pontotoc,7,0
Pottawatomie,12,0
Rogers,13,0
Seminole,2,1
Sequoyah,4,1
Stephens,9,1
Texas,2,0
Tillman,1,0
Tulsa,240,8
Wagoner,47,2
Washington,35,1
Woodward,1,0
Benton,19,1
Clackamas,84,3
Clatsop,4,0
Columbia,6,0
Crook,1,0
Deschutes,39,0
Douglas,11,0
Grant,1,0
Hood River,2,0
Jackson,33,0
Josephine,13,0
Klamath,15,0
Lane,27,1
Lincoln,4,0
Linn,43,2
Malheur,2,0
Marion,198,5
Morrow,2,0
Multnomah,233,7
Polk,24,1
Sherman,1,0
Tillamook,3,0
Umatilla,7,0
Union,3,0
Wallowa,1,0
Wasco,7,0
Washington,259,4
Yamhill,26,3
Adams,22,0
Allegheny,605,4
Armstrong,12,0
Beaver,84,6
Bedford,4,0
Berks,276,3
Blair,6,0
Bradford,10,0
Bucks,634,17
Butler,87,2
Cambria,7,0
Cameron,1,0
Carbon,50,1
Centre,43,0
Chester,269,2
Clarion,5,0
Clearfield,7,0
Clinton,1,0
Columbia,22,0
Crawford,7,0
Cumberland,58,2
Dauphin,118,1
Delaware,708,14
Erie,19,1
Fayette,27,1
Forest,3,0
Franklin,30,0
Fulton,1,0
Greene,12,0
Huntingdon,4,0
Indiana,13,0
Juniata,7,0
Lackawanna,172,6
Lancaster,371,8
Lawrence,23,2
Lebanon,106,0
Lehigh,877,8
Luzerne,741,5
Lycoming,9,0
McKean,1,0
Mercer,18,0
Mifflin,9,0
Monroe,528,11
Montgomery,1111,22
Montour,37,0
Northampton,636,11
Northumberland,14,0
Perry,5,1
Philadelphia,3135,28
Pike,114,1
Potter,3,0
Schuylkill,90,0
Snyder,8,1
Somerset,4,0
Sullivan,1,0
Susquehanna,6,0
Tioga,3,0
Union,6,0
Unknown,0,1
Venango,3,0
Warren,1,0
Washington,50,0
Wayne,33,0
Westmoreland,147,0
Wyoming,5,0
York,171,1
Unknown,475,20
Bristol,25,0
Kent,92,0
Newport,42,0
Providence,538,7
Unknown,238,18
Washington,53,0
Abbeville,6,0
Aiken,27,1
Allendale,2,0
Anderson,69,3
Bamberg,5,0
Barnwell,3,0
Beaufort,156,4
Berkeley,46,0
Calhoun,5,1
Charleston,274,1
Cherokee,2,0
Chester,12,0
Chesterfield,13,0
Clarendon,54,2
Colleton,8,0
Darlington,19,0
Dillon,1,0
Dorchester,44,0
Edgefield,6,0
Fairfield,14,0
Florence,36,5
Georgetown,18,1
Greenville,186,2
Greenwood,10,0
Hampton,2,0
Horry,64,5
Jasper,9,0
Kershaw,148,2
Lancaster,41,0
Laurens,6,0
Lee,17,2
Lexington,117,3
Marion,2,1
Marlboro,3,0
McCormick,1,0
Newberry,7,0
Oconee,8,0
Orangeburg,27,0
Pickens,18,0
Richland,298,6
Saluda,4,0
Spartanburg,75,0
Sumter,80,3
Union,11,0
Williamsburg,10,0
York,85,2
Aurora,1,0
Beadle,21,1
Bon Homme,1,0
Brookings,3,0
Brown,9,0
Charles Mix,2,0
Clark,1,0
Clay,3,0
Codington,10,0
Davison,3,1
Deuel,1,0
Fall River,1,0
Faulk,1,0
Hamlin,1,0
Hughes,3,0
Hutchinson,2,0
Lake,1,0
Lawrence,9,0
Lincoln,23,0
Lyman,1,0
Marshall,1,0
McCook,2,0
Meade,1,0
Minnehaha,104,0
Pennington,6,0
Roberts,4,0
Spink,3,0
Todd,1,0
Turner,4,0
Union,3,0
Yankton,14,0
Anderson,10,0
Bedford,8,0
Benton,4,0
Bledsoe,3,0
Blount,36,1
Bradley,21,0
Campbell,5,0
Cannon,6,0
Carroll,7,0
Carter,3,0
Cheatham,13,0
Chester,6,0
Claiborne,2,0
Clay,1,0
Cocke,1,0
Coffee,5,0
Cumberland,26,0
Davidson,924,6
DeKalb,7,0
Dickson,23,0
Dyer,9,0
Fayette,20,0
Fentress,2,0
Franklin,12,1
Gibson,11,0
Giles,3,0
Grainger,3,0
Greene,17,1
Grundy,12,0
Hamblen,4,0
Hamilton,79,8
Hardeman,6,0
Hardin,2,0
Hawkins,10,1
Haywood,3,0
Henderson,1,0
Henry,4,0
Hickman,2,0
Houston,2,0
Humphreys,3,0
Jackson,3,0
Jefferson,6,0
Johnson,2,0
Knox,115,1
Lauderdale,2,0
Lawrence,3,0
Lewis,2,0
Lincoln,5,0
Loudon,13,0
Macon,9,0
Madison,19,0
Marion,16,1
Marshall,6,0
Maury,21,0
McMinn,3,0
McNairy,3,0
Meigs,2,0
Monroe,6,0
Montgomery,51,1
Morgan,4,0
Obion,2,1
Overton,3,0
Perry,3,0
Polk,3,0
Putnam,81,0
Roane,5,0
Robertson,59,0
Rutherford,147,3
Scott,3,0
Sequatchie,2,0
Sevier,14,0
Shelby,754,11
Smith,3,0
Stewart,2,0
Sullivan,21,1
Sumner,321,10
Tipton,33,0
Trousdale,8,1
Unicoi,1,0
Union,1,0
Unknown,81,0
Warren,1,0
Washington,23,0
Wayne,2,0
Weakley,5,0
White,2,0
Williamson,258,2
Wilson,93,0
Anderson,1,0
Andrews,6,0
Angelina,10,0
Aransas,1,0
Atascosa,2,0
Austin,5,0
Bastrop,9,0
Bell,58,1
Bexar,421,11
Blanco,2,0
Bowie,17,1
Brazoria,144,1
Brazos,75,5
Brown,5,0
Burleson,2,0
Burnet,4,0
Caldwell,3,0
Calhoun,11,0
Cameron,77,0
Camp,1,0
Cass,4,0
Castro,10,1
Chambers,11,0
Cherokee,5,0
Clay,3,0
Collin,268,3
Colorado,2,0
Comal,21,2
Comanche,1,0
Coryell,5,0
Crane,2,0
Dallas,1112,18
Dawson,3,0
DeWitt,7,0
Deaf Smith,5,0
Denton,304,7
Donley,7,0
Eastland,3,0
Ector,22,0
El Paso,106,0
Ellis,32,2
Erath,7,1
Falls,1,0
Fannin,2,0
Fayette,11,0
Fort Bend,268,5
Franklin,1,0
Gaines,1,0
Galveston,240,1
Gillespie,2,0
Goliad,1,0
Gonzales,1,0
Gray,5,0
Grayson,12,0
Gregg,13,0
Grimes,3,0
Guadalupe,28,0
Hale,7,0
Hardin,26,1
Harris,1395,20
Harrison,6,1
Hays,50,0
Hemphill,1,0
Henderson,1,0
Hidalgo,86,0
Hill,5,0
Hockley,10,1
Hood,9,1
Hopkins,4,0
Hunt,8,0
Hutchinson,2,0
Jackson,3,0
Jasper,2,0
Jefferson,51,2
Jim Wells,2,0
Johnson,23,1
Karnes,2,0
Kaufman,10,0
Kendall,10,0
Kerr,2,0
Kleberg,2,0
Lamar,5,0
Lamb,1,0
Lampasas,1,0
Lavaca,2,0
Lee,2,0
Leon,2,0
Liberty,6,0
Limestone,3,1
Live Oak,3,0
Llano,3,0
Lubbock,151,4
Lynn,3,0
Martin,1,0
Mason,1,0
Matagorda,41,3
Maverick,7,0
McLennan,51,1
Medina,4,0
Midland,24,1
Milam,3,0
Montague,1,0
Montgomery,142,3
Moore,6,0
Morris,1,0
Nacogdoches,16,2
Navarro,7,2
Newton,1,0
Nueces,50,0
Oldham,2,1
Orange,22,0
Palo Pinto,1,0
Panola,4,1
Parker,6,0
Polk,7,0
Potter,40,1
Randall,34,0
Robertson,2,0
Rockwall,11,0
Rusk,12,0
San Augustine,4,1
San Jacinto,1,0
San Patricio,5,0
Shelby,11,0
Smith,57,1
Starr,6,0
Swisher,1,0
Tarrant,404,11
Taylor,27,1
Terry,4,0
Titus,1,0
Tom Green,20,0
Travis,460,6
Trinity,2,0
Tyler,1,0
Upshur,3,0
Uvalde,4,0
Val Verde,5,0
Van Zandt,4,1
Victoria,32,0
Walker,10,0
Waller,9,0
Washington,17,1
Webb,102,6
Wharton,9,0
Wichita,46,0
Willacy,5,1
Williamson,77,2
Wilson,6,0
Wise,3,0
Wood,2,0
Young,3,0
Box Elder,10,0
Cache,19,0
Carbon,1,0
Davis,142,2
Duchesne,1,0
Emery,1,0
Garfield,1,0
Grand,1,0
Iron,13,0
Juab,1,0
Kane,2,0
Millard,1,0
Morgan,5,0
Salt Lake,741,1
San Juan,5,0
Summit,256,0
Tooele,19,0
Uintah,1,0
Unknown,14,4
Utah,216,0
Wasatch,78,0
Washington,24,0
Weber,53,1
Addison,40,0
Bennington,24,0
Caledonia,6,0
Chittenden,271,6
Franklin,27,0
Lamoille,17,0
